ID,DateTime,Description,PositionNoLeap,Latitude,Longitude
818,2020-07-06 00:05:07,Position unbekannt (ZSI0),372345,47.281977310604304,8.153611839612703
824,2020-07-06 21:03:19,Keine Linienleitertelegramme empfangen,372345,47.281977310604304,8.153611839612703
826,2020-07-06 23:24:47,Keine Linienleitertelegramme empfangen,372345,47.281977310604304,8.153611839612703
831,2020-07-07 20:10:10,Keine Linienleitertelegramme empfangen,372189,47.28206931730808,8.153456592050038
832,2020-07-07 21:02:09,Keine Linienleitertelegramme empfangen,372189,47.28206931730808,8.153456592050038
837,2020-07-08 17:51:31,Zwangsbremse wurde aktiviert,372317,47.28199382371138,8.153583973502743
839,2020-07-08 21:02:00,Keine Linienleitertelegramme empfangen,372317,47.28199382371138,8.153583973502743
840,2020-07-08 23:25:19,Keine Linienleitertelegramme empfangen,372317,47.28199382371138,8.153583973502743
844,2020-07-09 06:28:13,Position unverifiziert (Eichung falsch),372160,47.28208643445964,8.153427748849797
845,2020-07-09 06:28:13,Position unbekannt (ZSI0),372160,47.28208643445964,8.153427748849797
847,2020-07-09 07:40:11,Keine Linienleitertelegramme empfangen,372160,47.28208643445964,8.153427748849797
851,2020-07-09 21:02:25,Keine Linienleitertelegramme empfangen,372160,47.28208643445964,8.153427748849797
852,2020-07-09 23:24:47,Keine Linienleitertelegramme empfangen,372160,47.28208643445964,8.153427748849797
856,2020-07-10 06:02:56,Keine Linienleitertelegramme empfangen,202907,47.39224619949075,8.056259028205938
857,2020-07-10 06:02:56,Zwangsbremse wurde aktiviert,202907,47.39224619949075,8.056259028205938
872,2020-07-14 21:02:22,Keine Linienleitertelegramme empfangen,372355,47.28197141306606,8.153621791794832
873,2020-07-14 23:24:43,Keine Linienleitertelegramme empfangen,372355,47.28197141306606,8.153621791794832
878,2020-07-15 09:38:58,Zwangsbremse wurde aktiviert,371987,47.28218854712237,8.153255684241465
893,2020-07-20 06:54:30,Keine Linienleitertelegramme empfangen,114495,47.31974270760848,8.052799639395957
896,2020-07-20 21:32:40,Keine Linienleitertelegramme empfangen,114495,47.31974270760848,8.052799639395957
1179,2020-07-23 13:42:30,Position unverifiziert (Eichung falsch),98982,47.30617297141572,8.050085883356473
1180,2020-07-23 13:42:30,Position unbekannt (ZSI0),98982,47.30617297141572,8.050085883356473
1181,2020-07-23 13:45:51,Position unbekannt (ZSI0),98982,47.30617297141572,8.050085883356473
1182,2020-07-23 13:47:45,Position unbekannt (ZSI0),98982,47.30617297141572,8.050085883356473
1191,2020-07-28 13:11:06,Zwangsbremse wurde aktiviert,200352,47.39111404156751,8.053366960480869
1195,2020-07-29 06:25:37,Zwangsbremse wurde aktiviert,99010,47.30619720176446,8.05009576270617
1196,2020-07-29 06:26:40,Zwangsbremse wurde aktiviert,99010,47.30619720176446,8.05009576270617
1474,2020-08-05 05:05:36,Position unbekannt (ZSI0),372180,47.28207462952753,8.15344764071203
1498,2020-08-11 06:26:58,Keine Linienleitertelegramme empfangen,97589,47.304985758299765,8.049518905045367
1772,2020-08-15 18:46:15,Position unverifiziert (Eichung falsch),97589,47.304985758299765,8.049518905045367
1773,2020-08-15 18:46:15,Position unbekannt (ZSI0),97589,47.304985758299765,8.049518905045367
1780,2020-08-18 06:10:52,Keine Linienleitertelegramme empfangen,427482,47.24078205901488,8.18940414434023
1781,2020-08-18 06:13:03,Keine Linienleitertelegramme empfangen,427482,47.24078205901488,8.18940414434023
1782,2020-08-18 20:30:14,Position unverifiziert (Eichung falsch),427482,47.24078205901488,8.18940414434023
1784,2020-08-18 20:30:14,Zwangsbremse wurde aktiviert,427482,47.24078205901488,8.18940414434023
1783,2020-08-18 20:30:14,Position unbekannt (ZSI0),427482,47.24078205901488,8.18940414434023
1791,2020-08-20 06:11:15,Keine Linienleitertelegramme empfangen,114504,47.3197507082177,8.052801324611336
1792,2020-08-20 11:23:54,Zwangsbremse wurde aktiviert,114504,47.3197507082177,8.052801324611336
1793,2020-08-20 11:25:24,Zwangsbremse wurde aktiviert,114504,47.3197507082177,8.052801324611336
1794,2020-08-20 16:13:26,Keine Linienleitertelegramme empfangen,114504,47.3197507082177,8.052801324611336
1795,2020-08-20 19:11:03,Position unverifiziert (Eichung falsch),114504,47.3197507082177,8.052801324611336
1796,2020-08-20 19:11:03,Position unbekannt (ZSI0),114504,47.3197507082177,8.052801324611336
1797,2020-08-20 19:58:06,Position unbekannt (ZSI0),114504,47.3197507082177,8.052801324611336
1969,2020-08-23 06:40:14,Position unverifiziert (Eichung falsch),114443,47.31969648186632,8.05278990259599
1970,2020-08-23 06:40:14,Position unbekannt (ZSI0),114443,47.31969648186632,8.05278990259599
1985,2020-08-28 16:36:59,Zwangsbremse wurde aktiviert,200133,47.39100654899231,8.05312576754881
2005,2020-09-02 23:02:31,Keine Linienleitertelegramme empfangen,428029,47.24030470751312,8.189574380920687
2008,2020-09-03 06:44:29,Keine Linienleitertelegramme empfangen,97585,47.3049823130184,8.049517410531863
2013,2020-09-04 02:51:05,Zwangsbremse wurde aktiviert,97587,47.30498403565908,8.049518157788615
2058,2020-09-16 09:29:26,Position unverifiziert (Eichung falsch),97586,47.30498317433874,8.049517784160239
2059,2020-09-16 09:29:26,Position unbekannt (ZSI0),97586,47.30498317433874,8.049517784160239
2061,2020-09-16 16:43:13,Keine Linienleitertelegramme empfangen,97586,47.30498317433874,8.049517784160239
2065,2020-09-17 06:28:58,Position unverifiziert (Eichung falsch),428028,47.240305580166726,8.189574069592462
2066,2020-09-17 06:28:58,Position unbekannt (ZSI0),428028,47.240305580166726,8.189574069592462
2070,2020-09-18 06:49:15,Keine Linienleitertelegramme empfangen,97581,47.30497886773704,8.04951591601836
2072,2020-09-18 18:25:09,Keine Linienleitertelegramme empfangen,97581,47.30497886773704,8.04951591601836
2073,2020-09-18 19:18:14,Keine Linienleitertelegramme empfangen,97581,47.30497886773704,8.04951591601836
2074,2020-09-18 19:18:14,Zwangsbremse wurde aktiviert,97581,47.30497886773704,8.04951591601836
2081,2020-09-20 20:33:04,Keine Linienleitertelegramme empfangen,427633,47.24065028257892,8.189451120408062
2082,2020-09-20 20:33:04,Zwangsbremse wurde aktiviert,427633,47.24065028257892,8.189451120408062
2086,2020-09-21 18:26:01,Keine Linienleitertelegramme empfangen,97990,47.30533077177571,8.049670516416196
2091,2020-09-22 18:41:16,Keine Linienleitertelegramme empfangen,322775,47.30978016931735,8.115295824275384
2092,2020-09-22 20:09:25,Keine Linienleitertelegramme empfangen,322775,47.30978016931735,8.115295824275384
2093,2020-09-22 21:54:25,Keine Linienleitertelegramme empfangen,322775,47.30978016931735,8.115295824275384
2097,2020-09-23 16:34:44,Zwangsbremse wurde aktiviert,202481,47.39210463765684,8.055735850619199
2357,2020-09-28 10:47:21,Position unverifiziert (Eichung falsch),97451,47.30486689609265,8.049467344329472
2358,2020-09-28 10:47:21,Position unbekannt (ZSI0),97451,47.30486689609265,8.049467344329472
2359,2020-09-28 14:28:13,Zwangsbremse wurde aktiviert,97451,47.30486689609265,8.049467344329472
2360,2020-09-28 14:29:48,Zwangsbremse wurde aktiviert,97451,47.30486689609265,8.049467344329472
2362,2020-09-28 18:27:32,Keine Linienleitertelegramme empfangen,97451,47.30486689609265,8.049467344329472
2363,2020-09-28 18:27:32,Zwangsbremse wurde aktiviert,97451,47.30486689609265,8.049467344329472
2364,2020-09-28 18:29:08,Keine Linienleitertelegramme empfangen,97451,47.30486689609265,8.049467344329472
2368,2020-09-29 17:47:11,Keine Linienleitertelegramme empfangen,200378,47.39112891316716,8.053393466325131
2369,2020-09-29 17:48:07,Keine Linienleitertelegramme empfangen,200378,47.39112891316716,8.053393466325131
2370,2020-09-29 18:27:12,Keine Linienleitertelegramme empfangen,200378,47.39112891316716,8.053393466325131
2371,2020-09-29 18:27:12,Zwangsbremse wurde aktiviert,200378,47.39112891316716,8.053393466325131
2372,2020-09-29 18:29:09,Keine Linienleitertelegramme empfangen,200378,47.39112891316716,8.053393466325131
2377,2020-09-30 06:42:22,Keine Linienleitertelegramme empfangen,98003,47.305341865130686,8.04967586374164
2378,2020-09-30 08:30:13,Keine Linienleitertelegramme empfangen,98003,47.305341865130686,8.04967586374164
2380,2020-09-30 19:13:11,Keine Linienleitertelegramme empfangen,98003,47.305341865130686,8.04967586374164
2381,2020-09-30 19:13:11,Zwangsbremse wurde aktiviert,98003,47.305341865130686,8.04967586374164
2398,2020-10-06 02:26:56,Zwangsbremse wurde aktiviert,427553,47.24072009790923,8.189426232425106
2650,2020-10-07 16:12:11,Keine Linienleitertelegramme empfangen,114513,47.31975870882692,8.052803009826714
2997,2020-11-04 16:35:38,Zwangsbremse wurde aktiviert,97456,47.30487120269436,8.049469212471351
3261,2020-11-14 17:51:41,Zwangsbremse wurde aktiviert,202504,47.39211282982578,8.05576377166079
3280,2020-11-19 08:30:28,Keine Linienleitertelegramme empfangen,97584,47.30498145169806,8.049517036903486
3286,2020-11-20 22:38:51,Zwangsbremse wurde aktiviert,202906,47.39224588510964,8.056257789461316
3598,2020-12-03 05:30:00,Zwangsbremse wurde aktiviert,200146,47.39101143668789,8.053141379488403
3882,2020-12-10 16:20:14,Zwangsbremse wurde aktiviert,97593,47.30498920358113,8.04952039955887
3885,2020-12-11 10:54:20,Zwangsbremse wurde aktiviert,202904,47.39224525634743,8.056255311972071
4486,2021-01-08 23:06:39,Zwangsbremse wurde aktiviert,321900,47.31049479191116,8.114844038718406
4489,2021-01-09 07:21:55,Zwangsbremse wurde aktiviert,322612,47.30992057794669,8.115235015373667
4495,2021-01-11 07:44:38,Position unverifiziert (Eichung falsch),100791,47.307758865659096,8.050576945076998
4497,2021-01-11 07:44:38,Zwangsbremse wurde aktiviert,100791,47.307758865659096,8.050576945076998
4496,2021-01-11 07:44:38,Position unbekannt (ZSI0),100791,47.307758865659096,8.050576945076998
4500,2021-01-11 08:02:07,Position unbekannt (ZSI0),100791,47.307758865659096,8.050576945076998
4502,2021-01-14 19:15:03,Keine Linienleitertelegramme empfangen,97583,47.30498059037772,8.04951666327511
4505,2021-01-15 03:03:21,Zwangsbremse wurde aktiviert,316808,47.31483981994246,8.112957350402553
4506,2021-01-15 06:49:24,Keine Linienleitertelegramme empfangen,316808,47.31483981994246,8.112957350402553
4507,2021-01-15 15:04:55,Zwangsbremse wurde aktiviert,316808,47.31483981994246,8.112957350402553
4517,2021-01-19 06:30:17,Keine Linienleitertelegramme empfangen,427634,47.24064940988729,8.189451431507848
4538,2021-01-25 17:56:12,Keine Linienleitertelegramme empfangen,202491,47.39210819946943,8.055747990202498
4539,2021-01-25 17:56:19,Keine Linienleitertelegramme empfangen,202491,47.39210819946943,8.055747990202498
4540,2021-01-25 18:23:10,Keine Linienleitertelegramme empfangen,202491,47.39210819946943,8.055747990202498
4545,2021-01-27 04:11:02,Zwangsbremse wurde aktiviert,428053,47.24028376382664,8.189581852798128
4610,2021-01-29 17:36:54,Zwangsbremse wurde aktiviert,97459,47.304873786655385,8.04947033335648
4611,2021-01-29 19:13:21,Keine Linienleitertelegramme empfangen,97459,47.304873786655385,8.04947033335648
4632,2021-02-04 06:51:39,Zwangsbremse wurde aktiviert,427558,47.240715734451086,8.18942778792404
4644,2021-02-06 07:48:15,Zwangsbremse wurde aktiviert,427636,47.24064766450403,8.189452053707422
4645,2021-02-06 12:15:50,Zwangsbremse wurde aktiviert,427636,47.24064766450403,8.189452053707422
4657,2021-02-11 07:11:23,Zwangsbremse wurde aktiviert,200110,47.39099790153091,8.053098146424912
4776,2021-02-15 10:39:45,Zwangsbremse wurde aktiviert,321449,47.31081258056146,8.114475109818967
4801,2021-02-23 05:33:26,Zwangsbremse wurde aktiviert,416689,47.24985939879696,8.184603518506245
4986,2021-03-05 13:23:40,Zwangsbremse wurde aktiviert,97466,47.30487981589777,8.049472948755112
5041,2021-03-30 16:49:31,Zwangsbremse wurde aktiviert,202477,47.39210321293181,8.055730994785877
5084,2021-04-14 04:15:45,Zwangsbremse wurde aktiviert,326125,47.30705233630785,8.117094132702507
5375,2021-04-14 04:15:45,Zwangsbremse wurde aktiviert,326125,47.30705233630785,8.117094132702507
5101,2021-04-19 10:33:11,Zwangsbremse wurde aktiviert,427475,47.24078816785628,8.189401966641721
5392,2021-04-19 10:33:11,Zwangsbremse wurde aktiviert,427475,47.24078816785628,8.189401966641721
5112,2021-04-22 05:31:49,Zwangsbremse wurde aktiviert,427633,47.24065028257892,8.189451120408062
5403,2021-04-22 05:31:49,Zwangsbremse wurde aktiviert,427633,47.24065028257892,8.189451120408062
5116,2021-04-22 19:51:06,Zwangsbremse wurde aktiviert,427633,47.24065028257892,8.189451120408062
5407,2021-04-22 19:51:06,Zwangsbremse wurde aktiviert,427633,47.24065028257892,8.189451120408062
5233,2021-04-28 07:36:34,Zwangsbremse wurde aktiviert,100791,47.307758865659096,8.050576945076998
5430,2021-04-28 07:36:34,Zwangsbremse wurde aktiviert,100791,47.307758865659096,8.050576945076998
5265,2021-05-04 08:42:30,Zwangsbremse wurde aktiviert,202476,47.39210285675056,8.055729780827548
5462,2021-05-04 08:42:30,Zwangsbremse wurde aktiviert,202476,47.39210285675056,8.055729780827548
5289,2021-05-11 16:59:51,Keine Linienleitertelegramme empfangen,99018,47.30620412472125,8.050098585377514
5486,2021-05-11 16:59:51,Keine Linienleitertelegramme empfangen,99018,47.30620412472125,8.050098585377514
5303,2021-05-17 05:31:47,Zwangsbremse wurde aktiviert,202479,47.39210392529433,8.055733422702538
5500,2021-05-17 05:31:47,Zwangsbremse wurde aktiviert,202479,47.39210392529433,8.055733422702538
5304,2021-05-17 05:57:51,Keine Linienleitertelegramme empfangen,202479,47.39210392529433,8.055733422702538
5501,2021-05-17 05:57:51,Keine Linienleitertelegramme empfangen,202479,47.39210392529433,8.055733422702538
5306,2021-05-17 18:30:04,Keine Linienleitertelegramme empfangen,202479,47.39210392529433,8.055733422702538
5503,2021-05-17 18:30:04,Keine Linienleitertelegramme empfangen,202479,47.39210392529433,8.055733422702538
5323,2021-05-21 13:46:55,Keine Linienleitertelegramme empfangen,202485,47.39210606238188,8.055740706452518
5520,2021-05-21 13:46:55,Keine Linienleitertelegramme empfangen,202485,47.39210606238188,8.055740706452518
5559,2021-06-01 16:55:43,Zwangsbremse wurde aktiviert,99008,47.30619547102526,8.050095057038336
5563,2021-06-02 06:47:50,Keine Linienleitertelegramme empfangen,97580,47.3049780064167,8.049515542389983
5564,2021-06-02 14:54:37,Zwangsbremse wurde aktiviert,97580,47.3049780064167,8.049515542389983
5573,2021-06-07 16:59:18,Keine Linienleitertelegramme empfangen,97458,47.30487292533504,8.049469959728103
5576,2021-06-08 09:01:54,Keine Linienleitertelegramme empfangen,276676,47.35003475827508,8.111452210833221
5581,2021-06-09 06:55:04,Zwangsbremse wurde aktiviert,202904,47.39224525634743,8.056255311972071
5598,2021-06-14 08:41:03,Zwangsbremse wurde aktiviert,321428,47.31082791360248,8.1144589665936
5608,2021-06-16 21:02:09,Zwangsbremse wurde aktiviert,200123,47.39100278922648,8.053113758364507
5628,2021-06-22 06:43:29,Keine Linienleitertelegramme empfangen,202481,47.39210463765684,8.055735850619199
5638,2021-06-24 05:33:29,Zwangsbremse wurde aktiviert,98269,47.30556398312815,8.049803069048709
